nazwa_zmiennej;kraj;formula egzaminu;rodzaj_egzaminu;poziom_egzaminu;przedmiot;plec;typ_informacji_z_jednostka_miary;rok;wartosc;flaga
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język białoruski;kobiety;relacja [%];2018;100,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język litewski;kobiety;relacja [%];2018;87,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język ukraiński;kobiety;relacja [%];2018;85,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;matematyka;kobiety;relacja [%];2018;31,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język angielski;kobiety;relacja [%];2018;56,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język niemiecki;kobiety;relacja [%];2018;53,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język francuski;kobiety;relacja [%];2018;67,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język rosyjski;kobiety;relacja [%];2018;59,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język hiszpański;kobiety;relacja [%];2018;55,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język włoski;kobiety;relacja [%];2018;68,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;kobiety;relacja [%];2018;26,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;geografia;kobiety;relacja [%];2018;30,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;biologia;kobiety;relacja [%];2018;31,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;chemia;kobiety;relacja [%];2018;38,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia;kobiety;relacja [%];2018;31,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;fizyka;kobiety;relacja [%];2018;35,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia muzyki;kobiety;relacja [%];2018;53,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia sztuki;kobiety;relacja [%];2018;45,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;filozofia;kobiety;relacja [%];2018;42,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;kobiety;relacja [%];2018;53,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;informatyka;kobiety;relacja [%];2018;37,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język kaszubski;kobiety;relacja [%];2018;63,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język łemkowski;kobiety;relacja [%];2018;0;(.)
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język polski;mężczyźni;relacja [%];2018;48,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język białoruski;mężczyźni;relacja [%];2018;100,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język litewski;mężczyźni;relacja [%];2018;75,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język ukraiński;mężczyźni;relacja [%];2018;77,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;matematyka;mężczyźni;relacja [%];2018;26,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język angielski;mężczyźni;relacja [%];2018;57,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język niemiecki;mężczyźni;relacja [%];2018;55,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język francuski;mężczyźni;relacja [%];2018;65,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język rosyjski;mężczyźni;relacja [%];2018;59,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język hiszpański;mężczyźni;relacja [%];2018;55,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język włoski;mężczyźni;relacja [%];2018;71,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;mężczyźni;relacja [%];2018;29,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;geografia;mężczyźni;relacja [%];2018;30,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;biologia;mężczyźni;relacja [%];2018;33,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;chemia;mężczyźni;relacja [%];2018;43,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia;mężczyźni;relacja [%];2018;33,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;fizyka;mężczyźni;relacja [%];2018;34,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia muzyki;mężczyźni;relacja [%];2018;34,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia sztuki;mężczyźni;relacja [%];2018;38,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;filozofia;mężczyźni;relacja [%];2018;35,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;mężczyźni;relacja [%];2018;65,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;informatyka;mężczyźni;relacja [%];2018;33,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język kaszubski;mężczyźni;relacja [%];2018;46,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język łemkowski;mężczyźni;relacja [%];2018;95,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język polski;ogółem;relacja [%];2018;51,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język białoruski;ogółem;relacja [%];2018;100,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język litewski;ogółem;relacja [%];2018;83,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język ukraiński;ogółem;relacja [%];2018;83,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;matematyka;ogółem;relacja [%];2018;28,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język angielski;ogółem;relacja [%];2018;57,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język niemiecki;ogółem;relacja [%];2018;54,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język francuski;ogółem;relacja [%];2018;67,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język rosyjski;ogółem;relacja [%];2018;59,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język hiszpański;ogółem;relacja [%];2018;55,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język włoski;ogółem;relacja [%];2018;69,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;ogółem;relacja [%];2018;27,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;geografia;ogółem;relacja [%];2018;30,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;biologia;ogółem;relacja [%];2018;32,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;chemia;ogółem;relacja [%];2018;39,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia;ogółem;relacja [%];2018;32,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;fizyka;ogółem;relacja [%];2018;35,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia muzyki;ogółem;relacja [%];2018;45,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia sztuki;ogółem;relacja [%];2018;44,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;filozofia;ogółem;relacja [%];2018;38,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;ogółem;relacja [%];2018;58,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;informatyka;ogółem;relacja [%];2018;34,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język kaszubski;ogółem;relacja [%];2018;61,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język łemkowski;ogółem;relacja [%];2018;95,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język polski;kobiety;relacja [%];2018;68,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język angielski;kobiety;relacja [%];2018;69,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język niemiecki;kobiety;relacja [%];2018;65,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język francuski;kobiety;relacja [%];2018;81,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język rosyjski;kobiety;relacja [%];2018;66,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język hiszpański;kobiety;relacja [%];2018;77,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język włoski;kobiety;relacja [%];2018;80,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język polski;mężczyźni;relacja [%];2018;63,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język angielski;mężczyźni;relacja [%];2018;70,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język niemiecki;mężczyźni;relacja [%];2018;63,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język francuski;mężczyźni;relacja [%];2018;81,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język rosyjski;mężczyźni;relacja [%];2018;63,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język hiszpański;mężczyźni;relacja [%];2018;79,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język włoski;mężczyźni;relacja [%];2018;80,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język polski;ogółem;relacja [%];2018;66,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język angielski;ogółem;relacja [%];2018;69,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język niemiecki;ogółem;relacja [%];2018;64,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język francuski;ogółem;relacja [%];2018;81,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język rosyjski;ogółem;relacja [%];2018;65,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język hiszpański;ogółem;relacja [%];2018;77,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język włoski;ogółem;relacja [%];2018;80,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język polski;kobiety;relacja [%];2019;54,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język białoruski;kobiety;relacja [%];2019;75,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język litewski;kobiety;relacja [%];2019;77,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język ukraiński;kobiety;relacja [%];2019;73,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;matematyka;kobiety;relacja [%];2019;58,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język angielski;kobiety;relacja [%];2019;71,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język niemiecki;kobiety;relacja [%];2019;61,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język francuski;kobiety;relacja [%];2019;80,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język rosyjski;kobiety;relacja [%];2019;67,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język hiszpański;kobiety;relacja [%];2019;76,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język włoski;kobiety;relacja [%];2019;81,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język polski;mężczyźni;relacja [%];2019;48,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język białoruski;mężczyźni;relacja [%];2019;66,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język litewski;mężczyźni;relacja [%];2019;73,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język ukraiński;mężczyźni;relacja [%];2019;68,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;matematyka;mężczyźni;relacja [%];2019;58,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język angielski;mężczyźni;relacja [%];2019;73,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język niemiecki;mężczyźni;relacja [%];2019;60,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język francuski;mężczyźni;relacja [%];2019;82,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język rosyjski;mężczyźni;relacja [%];2019;59,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język hiszpański;mężczyźni;relacja [%];2019;78,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język włoski;mężczyźni;relacja [%];2019;83,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język polski;ogółem;relacja [%];2019;51,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język białoruski;ogółem;relacja [%];2019;72,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język litewski;ogółem;relacja [%];2019;76,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język ukraiński;ogółem;relacja [%];2019;71,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;matematyka;ogółem;relacja [%];2019;58,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język angielski;ogółem;relacja [%];2019;72,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język niemiecki;ogółem;relacja [%];2019;61,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język francuski;ogółem;relacja [%];2019;80,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język rosyjski;ogółem;relacja [%];2019;64,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język hiszpański;ogółem;relacja [%];2019;77,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;podstawowy;język włoski;ogółem;relacja [%];2019;81,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język polski;kobiety;relacja [%];2019;56,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język białoruski;kobiety;relacja [%];2019;100,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język litewski;kobiety;relacja [%];2019;90,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język ukraiński;kobiety;relacja [%];2019;83,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;matematyka;kobiety;relacja [%];2019;42,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język angielski;kobiety;relacja [%];2019;56,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język niemiecki;kobiety;relacja [%];2019;55,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język francuski;kobiety;relacja [%];2019;66,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język rosyjski;kobiety;relacja [%];2019;61,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język hiszpański;kobiety;relacja [%];2019;54,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język włoski;kobiety;relacja [%];2019;71,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;kobiety;relacja [%];2019;25,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;geografia;kobiety;relacja [%];2019;28,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;biologia;kobiety;relacja [%];2019;32,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;chemia;kobiety;relacja [%];2019;38,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia;kobiety;relacja [%];2019;34,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;fizyka;kobiety;relacja [%];2019;44,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia muzyki;kobiety;relacja [%];2019;49,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia sztuki;kobiety;relacja [%];2019;50,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;filozofia;kobiety;relacja [%];2019;37,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;kobiety;relacja [%];2019;60,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;informatyka;kobiety;relacja [%];2019;38,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język kaszubski;kobiety;relacja [%];2019;51,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język łemkowski;kobiety;relacja [%];2019;92,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język polski;mężczyźni;relacja [%];2019;51,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język białoruski;mężczyźni;relacja [%];2019;100,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język litewski;mężczyźni;relacja [%];2019;87,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język ukraiński;mężczyźni;relacja [%];2019;60,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;matematyka;mężczyźni;relacja [%];2019;36,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język angielski;mężczyźni;relacja [%];2019;56,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język niemiecki;mężczyźni;relacja [%];2019;56,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język francuski;mężczyźni;relacja [%];2019;65,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język rosyjski;mężczyźni;relacja [%];2019;63,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język hiszpański;mężczyźni;relacja [%];2019;50,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język włoski;mężczyźni;relacja [%];2019;70,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;mężczyźni;relacja [%];2019;29,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;geografia;mężczyźni;relacja [%];2019;29,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;biologia;mężczyźni;relacja [%];2019;34,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;chemia;mężczyźni;relacja [%];2019;44,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia;mężczyźni;relacja [%];2019;38,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;fizyka;mężczyźni;relacja [%];2019;41,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia muzyki;mężczyźni;relacja [%];2019;40,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia sztuki;mężczyźni;relacja [%];2019;41,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;filozofia;mężczyźni;relacja [%];2019;35,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;mężczyźni;relacja [%];2019;61,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;informatyka;mężczyźni;relacja [%];2019;36,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język kaszubski;mężczyźni;relacja [%];2019;30,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język łemkowski;mężczyźni;relacja [%];2019;78,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język polski;ogółem;relacja [%];2019;55,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język białoruski;ogółem;relacja [%];2019;100,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język litewski;ogółem;relacja [%];2019;89,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język ukraiński;ogółem;relacja [%];2019;78,9;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;matematyka;ogółem;relacja [%];2019;38,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język angielski;ogółem;relacja [%];2019;56,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język niemiecki;ogółem;relacja [%];2019;56,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język francuski;ogółem;relacja [%];2019;66,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język rosyjski;ogółem;relacja [%];2019;62,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język hiszpański;ogółem;relacja [%];2019;53,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język włoski;ogółem;relacja [%];2019;71,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;wiedza o społeczeństwie;ogółem;relacja [%];2019;26,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;geografia;ogółem;relacja [%];2019;28,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;biologia;ogółem;relacja [%];2019;33,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;chemia;ogółem;relacja [%];2019;40,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia;ogółem;relacja [%];2019;36,8;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;fizyka;ogółem;relacja [%];2019;42,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia muzyki;ogółem;relacja [%];2019;46,3;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;historia sztuki;ogółem;relacja [%];2019;48,4;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;filozofia;ogółem;relacja [%];2019;36,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język łaciński i kultura antyczna;ogółem;relacja [%];2019;60,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;informatyka;ogółem;relacja [%];2019;36,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język kaszubski;ogółem;relacja [%];2019;44,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;pisemny;rozszerzony;język łemkowski;ogółem;relacja [%];2019;87,7;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język polski;kobiety;relacja [%];2019;68,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język angielski;kobiety;relacja [%];2019;69,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język niemiecki;kobiety;relacja [%];2019;65,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język francuski;kobiety;relacja [%];2019;80,5;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język rosyjski;kobiety;relacja [%];2019;68,0;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język hiszpański;kobiety;relacja [%];2019;78,1;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język włoski;kobiety;relacja [%];2019;80,6;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język polski;mężczyźni;relacja [%];2019;63,2;
Średnie wyniki egzaminu maturalnego;Polska;formuła 2015;ustny;nie dotyczy;język angielski;mężczyźni;relacja [%];2019;71,5;
