nazwa_zmiennej;kraj;wojewodztwo;status_zdajacych;plec;typ_informacji_z_jednostka_miary;rok;wartosc;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;kobiety;wartość [osoba];2011;19934;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;mężczyźni;wartość [osoba];2012;16628;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;kobiety;wartość [osoba];2012;20818;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;mężczyźni;wartość [osoba];2013;16004;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;kobiety;wartość [osoba];2013;19783;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;mężczyźni;wartość [osoba];2014;13571;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;kobiety;wartość [osoba];2014;16901;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;mężczyźni;wartość [osoba];2015;13439;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;kobiety;wartość [osoba];2015;16255;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;mężczyźni;wartość [osoba];2016;13982;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;kobiety;wartość [osoba];2016;16672;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;mężczyźni;wartość [osoba];2017;13953;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;kobiety;wartość [osoba];2017;16290;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;mężczyźni;wartość [osoba];2018;13712;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;kobiety;wartość [osoba];2018;16256;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;mężczyźni;wartość [osoba];2019;13908;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;kobiety;wartość [osoba];2019;16694;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;mężczyźni;wartość [osoba];2020;14158;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;kobiety;wartość [osoba];2020;16566;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;mężczyźni;wartość [osoba];2021;15541;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;kobiety;wartość [osoba];2021;18403;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;mężczyźni;wartość [osoba];2022;16436;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;kobiety;wartość [osoba];2022;19034;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;mężczyźni;wartość [osoba];2023;16631;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Mazowieckie;zdało;kobiety;wartość [osoba];2023;19579;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;mężczyźni;wartość [osoba];2010;4148;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;kobiety;wartość [osoba];2010;5067;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;mężczyźni;wartość [osoba];2011;3597;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;kobiety;wartość [osoba];2011;4638;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;mężczyźni;wartość [osoba];2012;3502;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;kobiety;wartość [osoba];2012;4378;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;mężczyźni;wartość [osoba];2013;3303;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;kobiety;wartość [osoba];2013;4104;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;mężczyźni;wartość [osoba];2014;2970;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;kobiety;wartość [osoba];2014;3863;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;mężczyźni;wartość [osoba];2015;2888;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;kobiety;wartość [osoba];2015;3488;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;mężczyźni;wartość [osoba];2016;2665;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;kobiety;wartość [osoba];2016;3446;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;mężczyźni;wartość [osoba];2017;2686;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;kobiety;wartość [osoba];2017;3385;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;mężczyźni;wartość [osoba];2018;2522;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;kobiety;wartość [osoba];2018;3035;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;mężczyźni;wartość [osoba];2019;2634;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;kobiety;wartość [osoba];2019;3021;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;mężczyźni;wartość [osoba];2020;2670;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;kobiety;wartość [osoba];2020;3183;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;mężczyźni;wartość [osoba];2021;2865;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;kobiety;wartość [osoba];2021;3287;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;mężczyźni;wartość [osoba];2022;2690;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;kobiety;wartość [osoba];2022;3159;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;mężczyźni;wartość [osoba];2023;2465;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;przystąpiło;kobiety;wartość [osoba];2023;2883;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;mężczyźni;wartość [osoba];2010;3368;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;kobiety;wartość [osoba];2010;4185;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;mężczyźni;wartość [osoba];2011;2661;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;kobiety;wartość [osoba];2011;3510;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;mężczyźni;wartość [osoba];2012;2756;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;kobiety;wartość [osoba];2012;3533;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;mężczyźni;wartość [osoba];2013;2610;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;kobiety;wartość [osoba];2013;3375;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;mężczyźni;wartość [osoba];2014;2019;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;kobiety;wartość [osoba];2014;2754;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;mężczyźni;wartość [osoba];2015;2188;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;kobiety;wartość [osoba];2015;2622;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;mężczyźni;wartość [osoba];2016;2132;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;kobiety;wartość [osoba];2016;2708;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;mężczyźni;wartość [osoba];2017;2093;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;kobiety;wartość [osoba];2017;2619;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;mężczyźni;wartość [osoba];2018;1971;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;kobiety;wartość [osoba];2018;2384;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;mężczyźni;wartość [osoba];2019;2120;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;kobiety;wartość [osoba];2019;2423;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;mężczyźni;wartość [osoba];2020;1957;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;kobiety;wartość [osoba];2020;2350;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;mężczyźni;wartość [osoba];2021;2022;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;kobiety;wartość [osoba];2021;2461;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;mężczyźni;wartość [osoba];2022;2029;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;kobiety;wartość [osoba];2022;2446;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;mężczyźni;wartość [osoba];2023;2057;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Opolskie;zdało;kobiety;wartość [osoba];2023;2449;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;mężczyźni;wartość [osoba];2010;10459;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;kobiety;wartość [osoba];2010;13194;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;mężczyźni;wartość [osoba];2011;9937;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;kobiety;wartość [osoba];2011;12784;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;mężczyźni;wartość [osoba];2012;9405;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;kobiety;wartość [osoba];2012;12344;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;mężczyźni;wartość [osoba];2013;8959;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;kobiety;wartość [osoba];2013;11403;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;mężczyźni;wartość [osoba];2014;8437;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;kobiety;wartość [osoba];2014;10449;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;mężczyźni;wartość [osoba];2015;8154;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;kobiety;wartość [osoba];2015;9826;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;mężczyźni;wartość [osoba];2016;7463;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;kobiety;wartość [osoba];2016;9373;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;mężczyźni;wartość [osoba];2017;7575;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;kobiety;wartość [osoba];2017;9385;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;mężczyźni;wartość [osoba];2018;7244;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;kobiety;wartość [osoba];2018;8667;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;mężczyźni;wartość [osoba];2019;7239;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;kobiety;wartość [osoba];2019;8871;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;mężczyźni;wartość [osoba];2020;7523;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;kobiety;wartość [osoba];2020;8813;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;mężczyźni;wartość [osoba];2021;7715;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;kobiety;wartość [osoba];2021;9004;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;mężczyźni;wartość [osoba];2022;7448;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;kobiety;wartość [osoba];2022;8858;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;mężczyźni;wartość [osoba];2023;7062;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;przystąpiło;kobiety;wartość [osoba];2023;8530;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;mężczyźni;wartość [osoba];2010;8263;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;kobiety;wartość [osoba];2010;10890;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;mężczyźni;wartość [osoba];2011;7303;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;kobiety;wartość [osoba];2011;9632;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;mężczyźni;wartość [osoba];2012;7408;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;kobiety;wartość [osoba];2012;9900;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;mężczyźni;wartość [osoba];2013;7056;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;kobiety;wartość [osoba];2013;9485;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;mężczyźni;wartość [osoba];2014;5678;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;kobiety;wartość [osoba];2014;7663;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;mężczyźni;wartość [osoba];2015;6035;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;kobiety;wartość [osoba];2015;7394;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;mężczyźni;wartość [osoba];2016;5870;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;kobiety;wartość [osoba];2016;7608;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;mężczyźni;wartość [osoba];2017;5850;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;kobiety;wartość [osoba];2017;7355;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;mężczyźni;wartość [osoba];2018;5712;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;kobiety;wartość [osoba];2018;7112;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;mężczyźni;wartość [osoba];2019;5698;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;kobiety;wartość [osoba];2019;7359;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;mężczyźni;wartość [osoba];2020;5412;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;kobiety;wartość [osoba];2020;6879;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;mężczyźni;wartość [osoba];2021;5542;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;kobiety;wartość [osoba];2021;6945;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;mężczyźni;wartość [osoba];2022;5710;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;kobiety;wartość [osoba];2022;7147;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;mężczyźni;wartość [osoba];2023;5923;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podkarpackie;zdało;kobiety;wartość [osoba];2023;7275;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;mężczyźni;wartość [osoba];2010;6004;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;kobiety;wartość [osoba];2010;7371;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;mężczyźni;wartość [osoba];2011;5643;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;kobiety;wartość [osoba];2011;6970;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;mężczyźni;wartość [osoba];2012;5483;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;kobiety;wartość [osoba];2012;6721;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;mężczyźni;wartość [osoba];2013;5360;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;kobiety;wartość [osoba];2013;6375;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;mężczyźni;wartość [osoba];2014;4867;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;kobiety;wartość [osoba];2014;5907;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;mężczyźni;wartość [osoba];2015;4441;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;kobiety;wartość [osoba];2015;5390;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;mężczyźni;wartość [osoba];2016;4112;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;kobiety;wartość [osoba];2016;5032;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;mężczyźni;wartość [osoba];2017;4108;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;kobiety;wartość [osoba];2017;4824;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;mężczyźni;wartość [osoba];2018;3797;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;kobiety;wartość [osoba];2018;4624;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;mężczyźni;wartość [osoba];2019;3841;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;kobiety;wartość [osoba];2019;4396;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;mężczyźni;wartość [osoba];2020;3807;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;kobiety;wartość [osoba];2020;4527;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;mężczyźni;wartość [osoba];2021;3998;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;kobiety;wartość [osoba];2021;4715;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;mężczyźni;wartość [osoba];2022;3905;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;kobiety;wartość [osoba];2022;4485;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;mężczyźni;wartość [osoba];2023;3490;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;przystąpiło;kobiety;wartość [osoba];2023;4268;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;mężczyźni;wartość [osoba];2010;4785;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;kobiety;wartość [osoba];2010;6024;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;mężczyźni;wartość [osoba];2011;4271;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;kobiety;wartość [osoba];2011;5412;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;mężczyźni;wartość [osoba];2012;4429;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;kobiety;wartość [osoba];2012;5545;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;mężczyźni;wartość [osoba];2013;4294;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;kobiety;wartość [osoba];2013;5309;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;mężczyźni;wartość [osoba];2014;3380;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;kobiety;wartość [osoba];2014;4474;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;mężczyźni;wartość [osoba];2015;3253;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;kobiety;wartość [osoba];2015;4164;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;mężczyźni;wartość [osoba];2016;3277;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;kobiety;wartość [osoba];2016;4120;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;mężczyźni;wartość [osoba];2017;3292;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;kobiety;wartość [osoba];2017;3891;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;mężczyźni;wartość [osoba];2018;3028;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;kobiety;wartość [osoba];2018;3809;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;mężczyźni;wartość [osoba];2019;3151;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;kobiety;wartość [osoba];2019;3750;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;mężczyźni;wartość [osoba];2020;2785;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;kobiety;wartość [osoba];2020;3533;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;mężczyźni;wartość [osoba];2021;3170;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;kobiety;wartość [osoba];2021;3930;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;mężczyźni;wartość [osoba];2022;2899;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;kobiety;wartość [osoba];2022;3490;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;mężczyźni;wartość [osoba];2023;2932;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Podlaskie;zdało;kobiety;wartość [osoba];2023;3610;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;mężczyźni;wartość [osoba];2010;9165;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;kobiety;wartość [osoba];2010;11798;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;mężczyźni;wartość [osoba];2011;8546;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;kobiety;wartość [osoba];2011;10811;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;mężczyźni;wartość [osoba];2012;8110;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;kobiety;wartość [osoba];2012;10329;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;mężczyźni;wartość [osoba];2013;7735;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;kobiety;wartość [osoba];2013;9820;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;mężczyźni;wartość [osoba];2014;7264;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;kobiety;wartość [osoba];2014;9173;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;mężczyźni;wartość [osoba];2015;7054;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;kobiety;wartość [osoba];2015;8910;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;mężczyźni;wartość [osoba];2016;6338;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;kobiety;wartość [osoba];2016;8117;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;mężczyźni;wartość [osoba];2017;6626;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;kobiety;wartość [osoba];2017;8244;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;mężczyźni;wartość [osoba];2018;6665;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;kobiety;wartość [osoba];2018;7933;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;mężczyźni;wartość [osoba];2019;6564;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;kobiety;wartość [osoba];2019;8029;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;mężczyźni;wartość [osoba];2020;7076;
Liczba osób, które przystąpiły/zdały egzamin maturalny;Polska;Pomorskie;przystąpiło;kobiety;wartość [osoba];2020;8611;
